category,institute_id,name,city,state,score,rank
Dental,IR-N-U-0295,Datta Meghe Institute of Higher Education and Research,Wardha,Maharashtra,54.29,36
Dental,IR-N-C-5910,Government Dental College,Ahmedabad,Gujarat,54.13,37
Dental,IR-N-C-8121,Government Dental College,Kozhikode,Kerala,52.97,38
Dental,IR-N-N-353,SRM Kattankulathur Dental College,Chennai,Tamil Nadu,52.88,39
Dental,IR-N-C-40342,K L E Society's Institute of Dental Sciences,Bengaluru,Karnataka,52.19,40
Law,IR-L-U-0238,National Law School of India University,Bengaluru,Karnataka,82.97,1
Law,IR-L-U-0111,National Law University,New Delhi,Delhi,80.0,2
Law,IR-L-N-18,Nalsar University of Law,Hyderabad,Telangana,79.5,3
Law,IR-L-U-0585,The West Bengal National University of Juridical Sciences,Kolkata,West Bengal,79.39,4
Law,IR-L-U-0134,Gujarat National Law University,Gandhinagar,Gujarat,76.23,5
Law,IR-L-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,74.09,6
Law,IR-L-C-19328,"Symbiosis Law School, Pune",Pune,Maharashtra,74.07,7
Law,IR-L-U-0108,Jamia Millia Islamia,New Delhi,Delhi,66.39,8
Law,IR-L-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,65.82,9
Law,IR-L-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,65.36,10
Law,IR-L-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,65.29,11
Law,IR-L-U-0498,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,65.26,12
Law,IR-L-U-0253,Cochin University of Science and Technology,Cochin,Kerala,65.19,13
Law,IR-L-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,65.04,14
Law,IR-L-U-0358,National Law University,Cuttack,Odisha,63.66,15
Law,IR-L-C-23907,Dr. B. R. Ambedkar College of Law,Visakhapatnam,Andhra Pradesh,63.12,16
Law,IR-L-U-0063,Chanakya National Law University,Patna,Bihar,62.4,17
Law,IR-L-U-0564,UPES,Dehradun,Uttarakhand,61.45,18
Law,IR-L-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,60.9,19
Law,IR-L-U-0213,Alliance University,Bengaluru,Karnataka,60.83,20
Law,IR-L-U-0511,"Dr. Ram Manohar Lohiya National Law University, Lucknow",Lucknow,Uttar Pradesh,60.12,21
Law,IR-L-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,60.05,22
Law,IR-L-U-0062,Central University of South Bihar,Gaya,Bihar,58.84,23
Law,IR-L-U-0217,Christ University,Bengaluru,Karnataka,58.4,24
Law,IR-L-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,58.0,25
Law,IR-L-U-0379,Lovely Professional University,Phagwara,Punjab,57.98,26
Law,IR-L-U-0285,"National Law Institute University, Bhopal",Bhopal,Madhya Pradesh,57.64,27
Law,IR-L-U-0880,"Maharashtra National Law University, Nagpur",Nagpur,Maharashtra,56.54,28
Law,IR-L-U-0524,University of Lucknow,Lucknow,Uttar Pradesh,55.85,29
Law,IR-L-U-0600,"National University of Study & Research in Law, Ranchi",Ranchi,Jharkhand,55.81,30
Law,IR-L-U-0012,"ICFAI Foundation for Higher Education, Hyderabad",Hyderabad,Telangana,55.28,31
Law,IR-L-U-0749,Manipal University Jaipur,Jaipur,Rajasthan,54.83,32
Law,IR-L-U-0146,Nirma University,Ahmedabad,Gujarat,53.7,33
Law,IR-L-U-1035,"Himachal Pradesh National Law University, Shimla",Select City,Himachal Pradesh,53.49,34
Law,IR-L-U-0677,National Law University and Judicial Academy,Kamrup,Assam,53.39,35
Law,IR-L-U-0643,Galgotias University,Gautam Budh Nagar,Uttar Pradesh,53.33,36
Law,IR-L-C-22215,Army Institute of Law,Mohali,Punjab,53.27,37
Law,IR-L-U-0011,Gandhi Institute of Technology And Management (GITAM),Visakhapatnam,Andhra Pradesh,53.26,38
Law,IR-L-U-0155,"Amity University Haryana, Gurgaon","Gurugram, Haryana",Haryana,53.22,39
Law,IR-L-U-0372,Central University of Punjab,Bathinda,Punjab,52.7,40
Architecture,IR-A-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,83.95,1
Architecture,IR-A-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,77.89,2
Architecture,IR-A-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,77.38,3
Architecture,IR-A-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,West Bengal,68.37,4
Architecture,IR-A-U-0108,Jamia Millia Islamia,New Delhi,Delhi,67.15,5
Architecture,IR-A-U-0127,Centre for Environmental Planning and Technology University,Ahmedabad,Gujarat,65.73,6
Architecture,IR-A-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,65.72,7
Architecture,IR-A-U-0116,School of Planning and Architecture New Delhi,New Delhi,Delhi,65.11,8
Architecture,IR-A-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,64.3,9
Architecture,IR-A-U-0334,"Visvesvaraya National Institute of Technology, Nagpur",Nagpur,Maharashtra,61.22,10
Architecture,IR-A-U-0626,School of Planning and Architecture Bhopal,Bhopal,Madhya Pradesh,60.69,11
Architecture,IR-A-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,60.48,12
Architecture,IR-A-U-0072,National Institute of Technology Patna,Patna,Bihar,60.16,13
Architecture,IR-A-U-0747,Chandigarh University,Mohali,Punjab,59.7,14
Architecture,IR-A-C-43708,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,59.63,15
Architecture,IR-A-U-0575,Jadavpur University,Kolkata,West Bengal,59.3,16
Architecture,IR-A-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,58.8,17
Architecture,IR-A-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,58.63,18
Architecture,IR-A-U-0627,"School of Planning & Architecture, Vijayawada",Vijayawada,Andhra Pradesh,58.49,19
Architecture,IR-A-C-57952,BMS College of Architecture,Bengaluru,Karnataka,58.1,20
Architecture,IR-A-U-0749,Manipal University Jaipur,Jaipur,Rajasthan,56.83,21
Architecture,IR-A-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,56.76,22
Architecture,IR-A-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,56.47,23
Architecture,IR-A-U-0379,Lovely Professional University,Phagwara,Punjab,56.11,24
Architecture,IR-A-U-0779,Amity University,North Twenty Four Parganas,West Bengal,55.49,25
Architecture,IR-A-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,55.11,26
Architecture,IR-A-C-46330,"Manipal School of Architecture and Planning, MAHE",Udupi,Karnataka,54.68,27
Architecture,IR-A-U-0439,Anna University,Chennai,Tamil Nadu,54.6,28
Architecture,IR-A-U-0146,Nirma University,Ahmedabad,Gujarat,54.24,29
Architecture,IR-A-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,54.0,30
Architecture,IR-A-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,53.54,31
Architecture,IR-A-U-0461,Dr. M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,53.26,32
Architecture,IR-A-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,52.56,33
Architecture,IR-A-U-0217,Christ University,Bengaluru,Karnataka,51.79,34
Architecture,IR-A-U-0092,"National Institute of Technology, Raipur",Raipur,Chhattisgarh,51.3,35
Architecture,IR-A-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,51.0,36
Architecture,IR-A-C-47256,"BMS School of Architecture, Yelahanka",Bengaluru,Karnataka,48.45,37
Architecture,IR-A-U-0373,Chitkara University,Rajpura,Punjab,48.16,38
Architecture,IR-A-C-46873,"Faculty of Architecture and Planning, Dr APJ Abbdul Kalam Technical University, Lucknow",Lucknow,Uttar Pradesh,47.94,39
Architecture,IR-A-U-0830,Anant National University,Ahmedabad,Gujarat,47.61,40
Research,IR-R-U-0220,Indian Institute of Science,Bengaluru,Karnataka,85.01,1
Research,IR-R-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,82.99,2
Research,IR-R-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,80.42,3
Research,IR-R-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,77.8,4
Research,IR-R-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,71.61,5
Research,IR-R-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,69.8,6
Research,IR-R-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,69.39,7
Research,IR-R-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,67.27,8
Research,IR-R-U-0713,Academy of Scientific and Innovative Research,Ghaziabad,Uttar Pradesh,67.15,9
Research,IR-R-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,64.18,10
Research,IR-R-N-15,"All India Institute of Medical Sciences, Delhi",New Delhi,Delhi,63.61,11
Research,IR-R-U-0120,University of Delhi,Delhi,Delhi,62.65,12
Research,IR-R-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,60.96,13
Research,IR-R-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,60.39,14
Research,IR-R-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,60.15,15
Research,IR-R-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,58.28,16
Research,IR-R-U-0330,Tata Institute of Fundamental Research,Mumbai,Maharashtra,57.96,17
Research,IR-R-U-0391,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan,56.71,18
Research,IR-R-U-0234,Manipal Academy of Higher Education-Manipal,Manipal,Karnataka,56.41,19
Research,IR-R-U-0108,Jamia Millia Islamia,New Delhi,Delhi,56.13,20
Research,IR-R-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,56.06,21
Research,IR-R-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,55.81,22
Research,IR-R-U-0575,Jadavpur University,Kolkata,West Bengal,55.53,23
Research,IR-R-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,55.52,24
Research,IR-R-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,55.41,25
Research,IR-R-U-0439,Anna University,Chennai,Tamil Nadu,55.09,26
Research,IR-R-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,54.28,27
Research,IR-R-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,54.07,28
Research,IR-R-U-0101,Indian Agricultural Research Institute,New Delhi,Delhi,52.98,29
Research,IR-R-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,52.69,30
Research,IR-R-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,52.48,31
Research,IR-R-U-0042,University of Hyderabad,Hyderabad,Telangana,51.48,32
Research,IR-R-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,51.4,33
Research,IR-R-U-0747,Chandigarh University,Mohali,Punjab,50.47,34
Research,IR-R-U-0305,Indian Institute of Science Education & Research Pune,Pune,Maharashtra,50.35,35
Research,IR-R-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,49.61,36
Research,IR-R-U-0078,Panjab University,Chandigarh,Chandigarh,49.47,37
Research,IR-R-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,49.25,38
Research,IR-R-U-0064,Indian Institute of Technology Patna,Patna,Bihar,48.75,39
Research,IR-R-U-0379,Lovely Professional University,Phagwara,Punjab,48.72,40
Research,IR-R-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,47.92,41
Research,IR-R-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,47.59,42
Research,IR-R-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,46.73,43
Research,IR-R-U-0224,Jawaharlal Nehru Centre for Advanced Scientific Research,Bengaluru,Karnataka,46.57,44
Research,IR-R-U-0564,UPES,Dehradun,Uttarakhand,46.46,45
Research,IR-R-U-0572,Indian Institute of Science Education & Research Kolkata,Mohanpur,West Bengal,46.42,46
Research,IR-R-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,46.0,47
Research,IR-R-U-0570,Calcutta University,Kolkata,West Bengal,45.83,48
Research,IR-R-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,45.12,49
Research,IR-R-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,45.02,50
Agriculture,IR-G-U-0101,Indian Agricultural Research Institute,New Delhi,Delhi,89.23,1
Agriculture,IR-G-U-0171,ICAR - National Dairy Research Institute,Karnal,Haryana,75.87,2
Agriculture,IR-G-U-0381,Punjab Agricultural University,Ludhiana,Punjab,75.83,3
Agriculture,IR-G-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,68.95,4
Agriculture,IR-G-U-0518,"Indian Veterinary Research Institute, Izatnagar",Bareilly,Uttar Pradesh,67.66,5
Agriculture,IR-G-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,67.06,6
Agriculture,IR-G-U-0200,Sher-e-Kashmir University of Agricultural Science and Technology of Kashmir,Srinagar,Jammu and Kashmir,65.81,7
Agriculture,IR-G-U-0293,"Central Institute of Fisheries Education, Fisheries University",Mumbai,Maharashtra,63.92,8
Agriculture,IR-G-U-0554,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",Pantnagar,Uttarakhand,61.56,9
Agriculture,IR-G-U-0159,Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,61.47,10
Agriculture,IR-G-U-0248,"University of Agricultural Sciences, Bangalore",Bengaluru,Karnataka,60.35,11
Agriculture,IR-G-U-0257,"Kerala Agricultural University, Thrissur",Thrissur,Kerala,60.0,12
Agriculture,IR-G-C-45375,"National Institute of Food Technology, Entrepreneurship and Management - Thanjavur (NIFTEM - Thanjavur)",Thanjavur,Tamil Nadu,58.76,13
Agriculture,IR-G-U-0075,"Dr Rajendra Prasad Central Agricultural University, Samastipur",Samastipur,Bihar,58.25,14
Agriculture,IR-G-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,58.14,15
Agriculture,IR-G-U-0568,Bidhan Chandra Krishi Vishwavidyalaya,Nadia,West Bengal,57.64,16
Agriculture,IR-G-U-0379,Lovely Professional University,Phagwara,Punjab,57.61,17
Agriculture,IR-G-U-0048,"Assam Agricultural University, Jorhat",Jorhat,Assam,57.2,18
Agriculture,IR-G-U-0360,Odisha University of Agriculture and Technology,Khordha,Odisha,56.61,19
Agriculture,IR-G-U-0181,Dr. Y.S. Parmar University of Horticulture and Forestry,Solan,Himachal Pradesh,55.53,20
Agriculture,IR-G-U-0498,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,55.46,21
Agriculture,IR-G-S-8898,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,54.61,22
Agriculture,IR-G-U-0199,Sher-e-Kashmir University of Agricultural Science and Technology of Jammu,Jammu,Jammu and Kashmir,54.28,23
Agriculture,IR-G-U-0336,Central Agricultural University,Imphal West,Manipur,52.97,24
Agriculture,IR-G-U-0784,Professor Jayashankar Telangana Agricultural University (PJTAU),Hyderabad,Telangana,52.97,24
Agriculture,IR-G-U-0487,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,52.91,26
Agriculture,IR-G-U-0123,Anand Agricultural University,Anand,Gujarat,51.67,27
Agriculture,IR-G-U-0087,"Indira Gandhi Krishi Vishwavidyalaya, Raipur",Raipur,Chhattisgarh,50.6,28
Agriculture,IR-G-U-0179,Chaudhary Sarwan Kumar Himachal Pardesh Krishi Vishvavidyalaya,Kangra,Himachal Pradesh,50.18,29
Agriculture,IR-G-U-0375,Guru Angad Dev Veterinary & Animal Sciences University,Ludhiana,Punjab,50.02,30
Agriculture,IR-G-U-0259,Kerala University of Fisheries & Ocean Studies,Kochi,Kerala,49.45,31
Agriculture,IR-G-U-0004,"Acharya NG Ranga Agricultural University, Guntur",Guntur,Andhra Pradesh,49.45,31
Agriculture,IR-G-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,49.38,33
Agriculture,IR-G-U-0145,Navsari Agricultural University,Navsari,Gujarat,49.13,34
Agriculture,IR-G-U-0246,University of Agricultural Sciences,Dharwad,Karnataka,48.79,35
Agriculture,IR-G-U-0060,Bihar Agriculture University,Bhagalpur,Bihar,48.05,36
Agriculture,IR-G-U-0165,Lala lajpat Rai University of Veterinary and Animal Sciences,Hisar,Haryana,48.03,37
Agriculture,IR-G-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,47.3,38
Agriculture,IR-G-U-0591,"West Bengal University of Animal and Fishery Sciences, Kolkata",Kolkata,West Bengal,46.97,39
Agriculture,IR-G-U-0001,Dr Y S R Horticulture University,West Godavari,Andhra Pradesh,46.87,40
StatePublicUniversity,IR-O-U-0575,Jadavpur University,Kolkata,West Bengal,76.08,1
StatePublicUniversity,IR-O-U-0439,Anna University,Chennai,Tamil Nadu,76.06,2
StatePublicUniversity,IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,69.92,3
StatePublicUniversity,IR-O-U-0006,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,68.91,4
StatePublicUniversity,IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,67.93,5
StatePublicUniversity,IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,66.24,6
StatePublicUniversity,IR-O-U-0027,Osmania University,Hyderabad,Telangana,65.64,7
StatePublicUniversity,IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,65.17,8
StatePublicUniversity,IR-O-U-0052,Gauhati University,Guwahati,Assam,64.24,9
StatePublicUniversity,IR-O-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,64.09,10
StatePublicUniversity,IR-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,63.58,11
StatePublicUniversity,IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,63.55,12
StatePublicUniversity,IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,63.5,13
StatePublicUniversity,IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,62.82,14
StatePublicUniversity,IR-O-U-0570,Calcutta University,Kolkata,West Bengal,62.75,15
StatePublicUniversity,IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,62.45,16
StatePublicUniversity,IR-O-U-0262,"Mahatma Gandhi University, Kottayam",Kottayam,Kerala,61.97,17
StatePublicUniversity,IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,61.43,18
StatePublicUniversity,IR-O-U-0105,Indraprastha Institute of Information Technology,New Delhi,Delhi,58.12,19
StatePublicUniversity,IR-O-U-0235,Mysore University,Mysuru,Karnataka,58.0,20
StatePublicUniversity,IR-O-U-0195,University of Jammu,Jammu,Jammu and Kashmir,57.75,21
StatePublicUniversity,IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,57.49,22
StatePublicUniversity,IR-O-U-0739,Madan Mohan Malaviya University of Technology,Gorakhpur,Uttar Pradesh,57.48,23
StatePublicUniversity,IR-O-U-0003,Acharya Nagarjuna University,Guntur,Andhra Pradesh,57.45,24
StatePublicUniversity,IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,57.16,25
StatePublicUniversity,IR-O-U-0215,Bangalore University,Bengaluru,Karnataka,57.04,26
StatePublicUniversity,IR-O-U-0524,University of Lucknow,Lucknow,Uttar Pradesh,55.97,27
StatePublicUniversity,IR-O-U-0381,Punjab Agricultural University,Ludhiana,Punjab,55.88,28
StatePublicUniversity,IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,55.08,29
StatePublicUniversity,IR-O-U-0051,Dibrugarh University,Dibrugarh,Assam,54.73,30
StatePublicUniversity,IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,54.37,31
StatePublicUniversity,IR-O-U-0162,"Guru Jambheshwar University of Science and Technology, Hissar",Hisar,Haryana,54.36,32
StatePublicUniversity,IR-O-U-0464,"Manonmaniam Sundaranar University, Tirunelveli",Tirunelveli,Tamil Nadu,54.14,33
StatePublicUniversity,IR-O-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,53.89,34
StatePublicUniversity,IR-O-U-0164,Kurukshetra University,Kurukshetra,Haryana,53.56,35
StatePublicUniversity,IR-O-U-0200,Sher-e-Kashmir University of Agricultural Science and Technology of Kashmir,Srinagar,Jammu and Kashmir,53.48,36
StatePublicUniversity,IR-O-U-0248,"University of Agricultural Sciences, Bangalore",Bengaluru,Karnataka,53.21,37
StatePublicUniversity,IR-O-U-0251,"Calicut University, Thenhipalem, Malapuram",Malappuram,Kerala,53.19,38
StatePublicUniversity,IR-O-C-6379,Netaji Subhas University of Technology (NSUT),Delhi,Delhi,53.17,39
StatePublicUniversity,IR-O-U-0470,Periyar University,Salem,Tamil Nadu,52.96,40
StatePublicUniversity,IR-O-U-0506,Chaudhary Charan Singh University Meerut,MEERUT,Uttar Pradesh,52.09,41
StatePublicUniversity,IR-O-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,52.08,42
StatePublicUniversity,IR-O-U-1257,COEP Technological University,Pune,Maharashtra,52.04,43
StatePublicUniversity,IR-O-U-0554,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",Pantnagar,Uttarakhand,51.94,44
StatePublicUniversity,IR-O-U-0325,Shivaji University,Kolhapur,Maharashtra,51.8,45
StatePublicUniversity,IR-O-I-1280,Maharshi Dayanand University,Rohtak,Haryana,51.6,46
StatePublicUniversity,IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,51.46,47
StatePublicUniversity,IR-O-U-0366,Utkal University,Bhubaneswar,Odisha,50.53,48
StatePublicUniversity,IR-O-U-0270,Devi Ahilya Vishwavidyalaya,Indore,Madhya Pradesh,50.41,49
StatePublicUniversity,IR-O-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,50.28,50
